Date,Open,High,Low,Close,Adj Close,Volume
2017-02-27,140.000000,141.250000,138.649994,139.649994,139.649994,4881818
2017-02-28,140.000000,142.350006,139.850006,141.399994,141.399994,5188965
2017-03-01,142.000000,144.550003,142.000000,142.649994,142.649994,6092933
2017-03-02,143.649994,144.199997,138.050003,139.250000,139.250000,5912934
2017-03-03,139.000000,140.350006,138.050003,139.949997,139.949997,6415383
2017-03-06,140.649994,141.800003,140.300003,141.550003,141.550003,3898856
2017-03-07,142.899994,143.449997,141.100006,141.500000,141.500000,4555750
2017-03-08,141.500000,142.100006,138.899994,141.250000,141.250000,5724981
2017-03-09,140.899994,142.350006,140.350006,141.149994,141.149994,3555545
2017-03-10,142.199997,143.399994,140.800003,141.699997,141.699997,4159067
2017-03-14,145.000000,146.000000,143.100006,143.800003,143.800003,5530287
2017-03-15,143.000000,146.699997,142.850006,145.399994,145.399994,6275582
2017-03-16,146.500000,148.899994,145.750000,148.199997,148.199997,8592406
2017-03-17,148.800003,148.949997,144.149994,144.800003,144.800003,7365829
2017-03-20,144.500000,146.449997,143.399994,145.199997,145.199997,4685006
2017-03-21,145.350006,145.850006,141.500000,142.850006,142.850006,7549120
2017-03-22,140.699997,141.449997,135.850006,136.399994,136.399994,9415163
2017-03-23,136.550003,137.399994,135.350006,135.850006,135.850006,8454835
2017-03-24,136.399994,143.449997,136.350006,141.500000,141.500000,18367831
2017-03-27,141.350006,148.300003,141.250000,147.250000,147.250000,16938800
2017-03-28,148.100006,149.500000,146.100006,148.800003,148.800003,10298223
2017-03-29,149.000000,151.149994,146.699997,148.850006,148.850006,12009076
2017-03-30,149.000000,154.000000,148.500000,153.199997,153.199997,13801286
2017-03-31,152.500000,152.800003,149.500000,149.899994,149.899994,11204474
2017-04-03,151.899994,151.899994,149.500000,149.949997,149.949997,4498149
2017-04-05,150.699997,152.500000,148.550003,151.199997,151.199997,8301745
2017-04-06,150.449997,153.300003,150.000000,151.550003,151.550003,7704706
2017-04-07,150.850006,152.550003,148.800003,149.449997,149.449997,6675203
2017-04-10,149.399994,153.000000,148.550003,152.250000,152.250000,6333658
2017-04-11,152.399994,159.899994,152.199997,158.250000,158.250000,16514618
2017-04-12,158.000000,160.000000,154.600006,158.800003,158.800003,8897267
2017-04-13,158.100006,162.300003,155.149994,156.300003,156.300003,11314637
2017-04-17,156.300003,159.250000,154.000000,158.800003,158.800003,7391840
2017-04-18,158.750000,163.500000,155.000000,155.899994,155.899994,11678752
2017-04-19,156.649994,158.500000,149.350006,153.199997,153.199997,11838556
2017-04-20,154.100006,157.850006,152.100006,154.850006,154.850006,8232953
2017-04-21,155.899994,157.199997,152.550003,154.899994,154.899994,7156933
2017-04-24,155.449997,157.000000,154.199997,155.149994,155.149994,7810199
2017-04-25,156.600006,162.000000,155.800003,161.100006,161.100006,14159303
2017-04-26,161.949997,169.600006,161.000000,167.149994,167.149994,23060379
2017-04-27,165.750000,167.899994,162.649994,164.699997,164.699997,12027538
2017-04-28,165.300003,170.699997,164.750000,168.850006,168.850006,14727193
2017-05-02,170.000000,174.250000,169.850006,170.699997,170.699997,12782804
2017-05-03,172.000000,178.000000,169.199997,174.899994,174.899994,19280628
2017-05-04,178.500000,180.399994,175.399994,179.449997,179.449997,15515354
2017-05-05,181.750000,185.800003,171.600006,174.300003,174.300003,25487298
2017-05-08,174.449997,177.300003,172.000000,176.100006,176.100006,11955725
2017-05-09,177.000000,177.199997,171.050003,173.600006,173.600006,11702741
2017-05-10,174.000000,175.449997,170.800003,172.149994,172.149994,6404722
2017-05-11,172.600006,176.199997,171.100006,172.000000,172.000000,8622609
2017-05-12,172.000000,174.050003,167.100006,169.149994,169.149994,8539232
2017-05-15,169.949997,171.300003,166.199997,166.800003,166.800003,7476618
2017-05-16,167.350006,178.000000,164.800003,174.149994,174.149994,51532461
2017-05-17,173.000000,173.100006,164.300003,165.050003,165.050003,26536944
2017-05-18,163.399994,164.399994,157.899994,158.500000,158.500000,13905573
2017-05-19,159.500000,162.250000,154.100006,155.199997,155.199997,16311602
2017-05-22,157.500000,158.000000,150.250000,150.949997,150.949997,11857847
2017-05-23,151.949997,154.350006,145.550003,149.750000,149.750000,18177361
2017-05-24,149.699997,152.350006,146.500000,147.449997,147.449997,12578488
2017-05-25,148.500000,151.899994,144.350006,150.699997,150.699997,18805386
2017-05-26,151.000000,153.300003,149.600006,150.649994,150.649994,9285518
2017-05-29,150.449997,151.850006,143.050003,145.100006,145.100006,8154328
2017-05-30,143.899994,148.000000,142.399994,146.350006,146.350006,10767305
2017-05-31,146.850006,151.600006,145.000000,150.500000,150.500000,16851657
2017-06-01,151.000000,152.300003,149.250000,151.899994,151.899994,9103808
2017-06-02,153.399994,154.050003,150.899994,153.050003,153.050003,7997880
2017-06-05,153.449997,154.750000,152.800003,153.800003,153.800003,5133407
2017-06-06,154.100006,154.500000,149.050003,149.500000,149.500000,6081488
2017-06-07,149.500000,153.000000,149.250000,152.350006,152.350006,7023536
2017-06-08,152.800003,153.149994,150.750000,151.300003,151.300003,5183430
2017-06-09,151.000000,152.750000,149.649994,152.149994,152.149994,4215439
2017-06-12,151.000000,151.000000,147.500000,148.399994,148.399994,6329251
2017-06-13,148.800003,150.500000,147.500000,148.750000,148.750000,4610203
2017-06-14,149.600006,152.699997,148.300003,152.000000,152.000000,8829217
2017-06-15,148.600006,150.699997,146.699997,147.449997,147.449997,12486764
2017-06-16,148.500000,148.899994,146.699997,147.649994,147.649994,6445657
2017-06-19,148.500000,149.000000,146.800003,147.250000,147.250000,3972793
2017-06-20,146.899994,147.600006,143.500000,143.899994,143.899994,11058383
2017-06-21,144.100006,146.649994,143.500000,146.199997,146.199997,6615254
2017-06-22,146.949997,147.899994,144.750000,145.550003,145.550003,4476023
2017-06-23,145.750000,146.550003,142.100006,143.899994,143.899994,6011716
2017-06-27,144.399994,144.399994,135.600006,137.000000,137.000000,11185507
2017-06-28,134.399994,138.250000,132.649994,136.500000,136.500000,10796349
2017-06-29,138.000000,139.750000,134.800003,138.050003,138.050003,9372758
2017-06-30,136.850006,138.600006,135.500000,137.300003,137.300003,5476662
2017-07-03,137.500000,140.000000,136.600006,139.250000,139.250000,4541871
2017-07-04,139.399994,140.350006,135.800003,136.550003,136.550003,4799590
2017-07-05,136.399994,137.600006,135.250000,136.600006,136.600006,6423645
2017-07-06,140.449997,144.199997,139.750000,143.300003,143.300003,16877517
2017-07-07,143.600006,144.800003,142.449997,144.199997,144.199997,6501418
2017-07-10,149.800003,154.250000,149.000000,153.250000,153.250000,6633454
2017-07-11,154.350006,155.100006,148.699997,149.399994,149.399994,10977204
2017-07-12,149.850006,152.899994,148.399994,152.350006,152.350006,7270322
2017-07-13,153.899994,154.949997,151.000000,152.250000,152.250000,5383408
2017-07-14,150.000000,154.899994,150.000000,153.649994,153.649994,7808933
2017-07-17,153.350006,154.000000,151.500000,152.899994,152.899994,7437053
2017-07-18,152.899994,158.949997,151.899994,154.850006,154.850006,12397695
2017-07-19,156.600006,158.850006,155.649994,158.300003,158.300003,6062912
2017-07-20,156.949997,158.699997,155.899994,156.750000,156.750000,5441983
2017-07-21,158.000000,159.699997,155.949997,158.250000,158.250000,6926819
2017-07-24,158.500000,163.399994,158.000000,161.300003,161.300003,8443748
2017-07-25,162.250000,164.300003,161.350006,162.949997,162.949997,6869914
2017-07-26,162.500000,163.699997,158.100006,158.899994,158.899994,8868577
2017-07-27,159.949997,160.899994,153.500000,154.149994,154.149994,11133709
2017-07-28,154.000000,159.449997,153.000000,158.850006,158.850006,7759390
2017-07-31,154.899994,163.399994,154.350006,162.300003,162.300003,13159766
2017-08-01,163.800003,164.199997,157.000000,157.500000,157.500000,11446128
2017-08-02,159.000000,162.199997,157.350006,158.949997,158.949997,31565886
2017-08-03,157.850006,157.850006,148.199997,149.300003,149.300003,19702626
2017-08-04,149.050003,152.350006,147.899994,151.050003,151.050003,12895805
2017-08-07,151.300003,153.000000,151.050003,152.100006,152.100006,5372108
2017-08-08,153.000000,153.000000,145.500000,148.800003,148.800003,11529949
2017-08-09,148.500000,150.300003,146.500000,148.300003,148.300003,7478797
2017-08-10,147.500000,148.300003,140.149994,143.149994,143.149994,8506146
2017-08-11,139.000000,144.600006,137.449997,140.350006,140.350006,14050916
2017-08-14,141.500000,143.800003,140.350006,143.199997,143.199997,5282514
2017-08-16,143.899994,149.100006,140.699997,147.550003,147.550003,8003091
2017-08-17,148.100006,150.100006,145.500000,146.300003,146.300003,8384523
2017-08-18,144.000000,144.500000,140.699997,142.149994,142.149994,9195713
2017-08-21,143.000000,143.899994,136.800003,137.600006,137.600006,9064019
2017-08-22,139.000000,139.500000,135.649994,138.000000,138.000000,9256850
2017-08-23,139.000000,143.100006,138.250000,142.649994,142.649994,9488136
2017-08-24,141.500000,145.500000,140.250000,144.300003,144.300003,8742823
2017-08-28,144.300003,145.949997,143.949997,144.850006,144.850006,5356187
2017-08-29,143.250000,145.399994,140.250000,141.000000,141.000000,6956667
2017-08-30,142.250000,143.350006,141.300003,142.500000,142.500000,4286281
2017-08-31,142.600006,145.000000,141.399994,143.800003,143.800003,8964249
2017-09-01,144.100006,145.800003,143.899994,144.449997,144.449997,5319966
2017-09-04,144.500000,145.399994,141.600006,142.649994,142.649994,4522734
2017-09-05,143.300003,143.899994,142.399994,143.600006,143.600006,3193574
2017-09-06,142.250000,142.600006,138.350006,139.000000,139.000000,12625243
2017-09-07,140.399994,140.399994,137.550003,138.949997,138.949997,8834660
2017-09-08,139.399994,139.800003,137.100006,137.850006,137.850006,4807096
2017-09-11,138.899994,139.500000,137.750000,138.149994,138.149994,3593970
2017-09-12,139.399994,142.000000,138.000000,141.500000,141.500000,7355454
2017-09-13,141.949997,144.800003,141.149994,143.000000,143.000000,6517642
2017-09-14,143.000000,145.800003,143.000000,145.250000,145.250000,6985935
2017-09-15,144.199997,146.399994,143.600006,144.649994,144.649994,5237646
2017-09-18,146.000000,147.300003,144.500000,144.750000,144.750000,4089953
2017-09-19,145.500000,145.500000,141.899994,143.899994,143.899994,3878878
2017-09-20,144.000000,146.449997,142.750000,144.800003,144.800003,9509565
2017-09-21,144.199997,145.699997,141.350006,141.800003,141.800003,4955855
2017-09-22,141.699997,141.699997,137.050003,137.699997,137.699997,4339014
2017-09-25,137.500000,138.500000,133.350006,137.649994,137.649994,5005117
2017-09-26,137.500000,138.250000,135.500000,136.649994,136.649994,4156603
2017-09-27,137.300003,138.199997,132.050003,132.649994,132.649994,5049669
2017-09-28,132.800003,133.899994,130.199997,130.750000,130.750000,6456704
2017-09-29,131.899994,132.750000,128.399994,129.050003,129.050003,5696269
2017-10-03,130.850006,131.000000,128.199997,129.600006,129.600006,6869737
2017-10-04,129.899994,132.199997,129.000000,129.949997,129.949997,4823213
2017-10-05,130.399994,133.300003,130.000000,132.350006,132.350006,5435195
2017-10-06,133.000000,137.899994,132.949997,137.050003,137.050003,7521348
2017-10-09,137.000000,137.850006,135.149994,137.300003,137.300003,4262474
2017-10-10,137.500000,137.800003,136.199997,137.000000,137.000000,2373107
2017-10-11,138.000000,138.800003,130.800003,131.699997,131.699997,5753051
2017-10-12,132.000000,134.300003,129.949997,133.800003,133.800003,5371109
2017-10-13,133.800003,136.750000,132.399994,135.000000,135.000000,5481433
2017-10-16,135.449997,136.350006,132.000000,133.850006,133.850006,4427314
2017-10-17,133.800003,136.800003,133.350006,134.399994,134.399994,4220328
2017-10-18,133.100006,133.850006,130.399994,130.899994,130.899994,6126357
2017-10-19,131.000000,131.500000,128.800003,129.550003,129.550003,1148287
2017-10-23,129.600006,131.899994,129.000000,131.000000,131.000000,4381410
2017-10-24,131.500000,141.699997,131.000000,138.199997,138.199997,13692564
2017-10-25,152.000000,206.550003,152.000000,202.050003,202.050003,166547247
2017-10-26,212.000000,231.449997,201.100006,213.600006,213.600006,124669249
2017-10-27,214.000000,214.000000,195.250000,196.649994,196.649994,39213574
2017-10-30,196.800003,213.000000,194.750000,203.949997,203.949997,46136900
2017-10-31,203.949997,206.899994,196.600006,197.149994,197.149994,27023668
2017-11-01,202.000000,206.300003,198.250000,198.899994,198.899994,28141909
2017-11-02,199.050003,203.500000,196.050003,197.449997,197.449997,20686765
2017-11-03,199.250000,212.000000,199.100006,207.800003,207.800003,96398855
2017-11-06,206.800003,207.600006,199.699997,201.199997,201.199997,21545767
2017-11-07,204.800003,204.800003,188.649994,190.800003,190.800003,27782722
2017-11-08,192.850006,194.850006,186.050003,189.050003,189.050003,22869578
2017-11-09,191.399994,196.550003,190.500000,192.300003,192.300003,21212153
2017-11-10,190.000000,196.000000,187.000000,190.100006,190.100006,26367774
2017-11-13,192.000000,192.449997,186.500000,187.649994,187.649994,13730302
2017-11-14,188.300003,189.949997,183.199997,184.050003,184.050003,14459551
2017-11-15,184.899994,187.100006,179.149994,180.699997,180.699997,15478328
2017-11-16,182.399994,191.050003,180.100006,189.600006,189.600006,22146185
2017-11-17,198.000000,200.899994,189.800003,190.800003,190.800003,28196846
2017-11-20,190.699997,190.699997,186.500000,187.250000,187.250000,13291834
2017-11-21,188.949997,191.699997,185.300003,186.300003,186.300003,13806005
2017-11-22,187.000000,192.949997,183.500000,189.199997,189.199997,23941016
2017-11-23,189.300003,189.600006,184.949997,186.500000,186.500000,14256077
2017-11-24,187.000000,189.199997,185.050003,186.100006,186.100006,11782239
2017-11-27,184.949997,186.649994,182.850006,185.850006,185.850006,10556535
2017-11-28,186.699997,187.850006,182.800003,183.699997,183.699997,13720114
2017-11-29,184.100006,184.699997,180.500000,181.600006,181.600006,9800911
2017-11-30,180.899994,180.899994,175.350006,176.100006,176.100006,17254860
2017-12-01,177.100006,178.000000,170.100006,171.500000,171.500000,13167162
2017-12-04,171.899994,174.350006,169.500000,173.199997,173.199997,12795662
2017-12-05,172.399994,177.800003,170.649994,175.949997,175.949997,17498518
2017-12-06,175.399994,175.800003,170.949997,172.100006,172.100006,12381441
2017-12-07,172.100006,175.800003,172.050003,173.899994,173.899994,11340699
2017-12-08,174.350006,175.300003,172.000000,172.699997,172.699997,8766071
2017-12-11,174.050003,175.300003,171.850006,172.949997,172.949997,7926307
2017-12-12,172.899994,176.250000,170.300003,173.699997,173.699997,16854655
2017-12-13,173.000000,173.699997,166.449997,167.800003,167.800003,11545396
2017-12-14,169.000000,170.649994,166.149994,169.600006,169.600006,12678906
2017-12-15,172.100006,173.949997,170.750000,171.600006,171.600006,8768732
2017-12-18,168.000000,180.600006,161.850006,178.750000,178.750000,27671940
2017-12-19,180.850006,181.000000,176.350006,178.750000,178.750000,13603472
2017-12-20,171.899994,172.800003,169.399994,170.500000,170.500000,63640511
2017-12-21,171.000000,174.899994,170.500000,173.500000,173.500000,18059283
2017-12-22,173.899994,177.149994,172.149994,175.949997,175.949997,22577624
2017-12-26,175.899994,175.899994,172.550003,174.300003,174.300003,9993708
2017-12-27,174.199997,177.699997,172.699997,174.100006,174.100006,14740959
2017-12-28,173.250000,174.500000,170.000000,170.800003,170.800003,18945479
2017-12-29,171.800003,173.649994,170.649994,171.399994,171.399994,9789074
2018-01-01,172.949997,173.399994,168.899994,169.750000,169.750000,7869149
2018-01-02,170.500000,170.899994,165.399994,166.399994,166.399994,13729132
2018-01-03,168.000000,169.300003,166.199997,166.600006,166.600006,8534233
2018-01-04,167.350006,179.699997,165.399994,176.449997,176.449997,31613344
2018-01-05,180.399994,180.500000,175.399994,176.000000,176.000000,15500426
2018-01-08,177.050003,178.149994,175.100006,175.699997,175.699997,7302294
2018-01-09,175.300003,177.899994,174.050003,174.649994,174.649994,11152776
2018-01-10,174.449997,174.899994,170.000000,170.649994,170.649994,9021131
2018-01-11,170.300003,173.600006,169.550003,172.750000,172.750000,8683647
2018-01-12,173.500000,174.899994,171.449997,174.199997,174.199997,11223630
2018-01-15,174.949997,175.850006,171.850006,172.149994,172.149994,7104648
2018-01-16,172.250000,172.949997,165.100006,165.550003,165.550003,11916843
2018-01-17,165.500000,177.000000,162.649994,175.550003,175.550003,25299752
2018-01-18,180.699997,182.750000,168.649994,170.500000,170.500000,32923946
2018-01-19,170.800003,178.000000,169.350006,176.399994,176.399994,21519974
2018-01-22,176.100006,177.300003,172.199997,176.000000,176.000000,11370450
2018-01-23,176.050003,187.800003,175.250000,185.800003,185.800003,28176767
2018-01-24,185.250000,196.350006,182.100006,194.649994,194.649994,50753260
2018-01-25,197.000000,197.000000,180.000000,180.899994,180.899994,45808402
2018-01-29,181.699997,182.350006,172.600006,173.949997,173.949997,18481283
2018-01-30,173.300003,175.899994,171.399994,172.649994,172.649994,16914910
2018-01-31,171.500000,175.199997,168.800003,171.350006,171.350006,15313331
2018-02-01,172.800003,174.600006,166.000000,167.550003,167.550003,15801115
2018-02-02,165.000000,168.699997,160.500000,161.850006,161.850006,17622089
2018-02-05,158.000000,166.199997,156.899994,163.699997,163.699997,20688955
2018-02-06,151.250000,164.699997,151.250000,161.050003,161.050003,27530912
2018-02-07,163.949997,164.899994,155.600006,156.550003,156.550003,22887593
2018-02-08,157.000000,161.500000,156.600006,159.350006,159.350006,16358889
2018-02-09,156.000000,158.000000,155.300003,156.800003,156.800003,9608396
2018-02-12,157.050003,163.949997,156.500000,161.649994,161.649994,15391679
2018-02-14,158.949997,158.949997,144.649994,145.850006,145.850006,68396778
2018-02-15,137.600006,139.699997,125.250000,128.250000,128.250000,177112217
2018-02-16,125.599998,128.399994,120.550003,125.550003,125.550003,156691203
2018-02-19,122.000000,123.500000,113.550003,116.500000,116.500000,130898125
2018-02-20,113.900002,118.449997,111.000000,116.550003,116.550003,146638863
2018-02-21,118.150002,119.500000,115.550003,117.300003,117.300003,67541786
2018-02-22,114.599998,116.800003,113.699997,114.599998,114.599998,45302555
2018-02-23,114.400002,116.949997,112.300003,113.449997,113.449997,45035931
2018-02-26,115.000000,115.000000,110.150002,112.000000,112.000000,42608524
2018-02-27,106.800003,106.800003,96.050003,98.349998,98.349998,202069429
2018-02-28,93.599998,102.400002,92.000000,101.400002,101.400002,210781693
2018-03-01,100.699997,103.750000,98.800003,101.050003,101.050003,122105493
2018-03-05,99.900002,102.400002,98.800003,100.099998,100.099998,59237515
2018-03-06,101.000000,102.000000,96.800003,97.849998,97.849998,43475662
2018-03-07,96.000000,96.900002,94.050003,95.500000,95.500000,52573179
2018-03-08,96.150002,97.449997,94.300003,96.650002,96.650002,34680221
2018-03-09,97.400002,97.650002,95.000000,95.599998,95.599998,30239013
2018-03-12,96.199997,96.300003,91.250000,94.599998,94.599998,45021305
2018-03-13,94.199997,102.650002,93.300003,97.949997,97.949997,86099105
2018-03-14,94.000000,100.349998,93.300003,99.300003,99.300003,83449240
2018-03-15,99.300003,101.000000,97.800003,98.550003,98.550003,42911688
2018-03-16,98.400002,102.250000,97.599998,98.849998,98.849998,55339873
2018-03-19,98.550003,100.449997,96.099998,96.550003,96.550003,33530881
2018-03-20,96.000000,97.500000,95.250000,96.849998,96.849998,27906714
2018-03-21,97.550003,99.150002,97.150002,97.599998,97.599998,23276651
2018-03-22,97.650002,98.150002,95.699997,96.550003,96.550003,16401398
2018-03-23,94.449997,95.099998,92.750000,93.150002,93.150002,23075193
2018-03-26,93.400002,96.449997,93.050003,95.800003,95.800003,26795299
2018-03-27,97.199997,100.000000,96.300003,99.449997,99.449997,29403384
2018-03-28,97.949997,99.150002,94.550003,95.300003,95.300003,30109801
2018-04-02,96.300003,96.849998,95.400002,96.300003,96.300003,13543335
2018-04-03,97.550003,98.900002,94.650002,95.449997,95.449997,25344799
2018-04-04,96.000000,97.000000,94.199997,94.400002,94.400002,21491684
2018-04-05,95.900002,98.099998,95.150002,97.000000,97.000000,25894057
2018-04-06,97.150002,102.849998,95.849998,102.150002,102.150002,47882204
2018-04-09,103.900002,105.550003,101.300003,105.250000,105.250000,50232626
2018-04-10,106.750000,106.750000,104.250000,105.199997,105.199997,29470636
2018-04-11,103.500000,104.150002,101.300003,102.199997,102.199997,24512955
2018-04-12,102.250000,102.900002,100.199997,101.250000,101.250000,20289152
2018-04-13,101.500000,103.000000,100.800003,101.300003,101.300003,15646434
2018-04-16,100.750000,101.750000,98.449997,99.150002,99.150002,18763829
2018-04-17,99.800003,100.349998,97.599998,97.949997,97.949997,17990215
2018-04-18,98.050003,99.000000,97.000000,97.150002,97.150002,19430044
2018-04-19,97.849998,97.849998,95.800003,96.099998,96.099998,15064019
2018-04-20,95.199997,95.500000,92.800003,93.599998,93.599998,21889815
2018-04-23,93.900002,95.400002,93.250000,94.099998,94.099998,15414423
2018-04-24,94.400002,94.650002,92.900002,93.150002,93.150002,11744430
2018-04-25,93.099998,93.800003,92.000000,92.300003,92.300003,12918338
2018-04-26,92.349998,92.599998,90.500000,91.000000,91.000000,18724350
2018-04-27,91.250000,94.599998,91.099998,93.400002,93.400002,25205308
2018-04-30,94.400002,95.699997,93.349998,95.400002,95.400002,13703163
2018-05-02,95.900002,96.000000,92.550003,92.800003,92.800003,10845584
2018-05-03,93.000000,93.599998,91.800003,92.050003,92.050003,11643684
2018-05-04,92.750000,93.150002,91.099998,91.550003,91.550003,11462253
2018-05-07,92.500000,94.650002,92.099998,93.800003,93.800003,13839790
2018-05-08,94.199997,95.650002,92.349998,92.650002,92.650002,18546850
2018-05-09,93.199997,93.500000,92.699997,93.000000,93.000000,6730710
2018-05-10,93.099998,93.650002,91.050003,91.400002,91.400002,11303169
2018-05-11,91.849998,91.900002,87.199997,88.800003,88.800003,19914360
2018-05-14,89.000000,90.849998,88.000000,89.300003,89.300003,15634508
2018-05-15,89.000000,91.500000,83.550003,85.949997,85.949997,29556673
2018-05-16,79.150002,80.000000,74.150002,75.599998,75.599998,98523673
2018-05-17,76.000000,77.000000,74.400002,76.449997,76.449997,37034469
2018-05-18,76.400002,77.000000,74.500000,74.750000,74.750000,25068232
2018-05-21,76.000000,78.699997,75.300003,78.150002,78.150002,29693002
2018-05-22,78.050003,83.550003,76.599998,81.550003,81.550003,47285396
2018-05-23,81.400002,83.500000,79.699997,80.550003,80.550003,29450321
2018-05-24,80.699997,82.500000,80.050003,82.099998,82.099998,19933989
2018-05-25,81.949997,84.550003,81.300003,83.349998,83.349998,19102160
2018-05-28,83.699997,89.599998,83.599998,88.699997,88.699997,34946952
2018-05-29,88.500000,89.199997,85.250000,85.650002,85.650002,27758350
2018-05-30,84.599998,87.000000,84.300003,86.099998,86.099998,18814541
2018-05-31,86.650002,87.000000,83.250000,83.650002,83.650002,17359606
2018-06-01,84.000000,84.849998,82.050003,82.949997,82.949997,20636225
2018-06-04,83.599998,85.000000,82.199997,83.199997,83.199997,15456025
2018-06-05,83.199997,83.800003,81.050003,82.650002,82.650002,14615089
2018-06-06,82.750000,85.500000,82.300003,84.699997,84.699997,18167507
2018-06-07,85.099998,86.849998,84.349998,86.099998,86.099998,17624425
2018-06-08,86.000000,91.199997,85.400002,90.449997,90.449997,39225458
2018-06-11,92.000000,94.699997,91.099998,91.599998,91.599998,37150478
2018-06-12,91.400002,92.699997,90.650002,91.750000,91.750000,21847334
2018-06-13,92.150002,93.199997,90.900002,91.300003,91.300003,19488548
2018-06-14,91.000000,92.300003,89.300003,91.699997,91.699997,19136052
2018-06-15,92.099998,93.150002,89.599998,89.849998,89.849998,21610044
2018-06-18,89.500000,90.650002,88.199997,88.500000,88.500000,12204751
2018-06-19,88.300003,89.650002,86.449997,86.800003,86.800003,16686961
2018-06-20,86.800003,87.599998,85.699997,86.199997,86.199997,15014284
2018-06-21,86.250000,86.550003,83.199997,83.400002,83.400002,17947960
2018-06-22,83.400002,83.699997,81.599998,81.900002,81.900002,26172821
2018-06-25,81.900002,82.400002,79.500000,79.800003,79.800003,18367654
2018-06-26,79.500000,81.150002,78.849998,79.849998,79.849998,24559936
2018-06-27,79.849998,80.250000,75.250000,76.750000,76.750000,23005577
2018-06-28,76.750000,78.500000,71.650002,72.800003,72.800003,48215340
2018-06-29,73.550003,76.349998,73.550003,76.150002,76.150002,30436895
2018-07-02,76.800003,79.750000,74.400002,78.150002,78.150002,27653723
2018-07-03,78.000000,78.150002,75.849998,77.150002,77.150002,20767258
2018-07-04,76.900002,77.150002,75.599998,76.099998,76.099998,15453638
2018-07-05,76.050003,78.000000,75.150002,75.550003,75.550003,20437925
2018-07-06,75.949997,78.000000,75.449997,76.949997,76.949997,20777411
2018-07-09,78.000000,78.599998,77.449997,77.800003,77.800003,16419039
2018-07-10,78.250000,78.900002,77.449997,77.849998,77.849998,13975359
2018-07-11,78.000000,78.199997,75.349998,75.550003,75.550003,15332841
2018-07-12,76.099998,77.699997,75.750000,76.099998,76.099998,15854520
2018-07-13,76.300003,76.349998,73.150002,73.849998,73.849998,17764493
2018-07-16,75.199997,75.400002,73.500000,73.849998,73.849998,19426203
2018-07-17,74.300003,79.800003,74.099998,78.699997,78.699997,38586630
2018-07-18,80.000000,81.949997,74.500000,75.199997,75.199997,50685774
2018-07-19,75.550003,76.900002,74.199997,75.300003,75.300003,22782507
2018-07-20,75.500000,76.199997,74.699997,75.550003,75.550003,14332633
2018-07-23,75.550003,79.800003,74.949997,78.949997,78.949997,28920645
2018-07-24,79.400002,80.300003,78.300003,79.300003,79.300003,25963685
2018-07-25,79.599998,80.449997,78.400002,79.250000,79.250000,17521847
2018-07-26,80.099998,81.750000,79.699997,80.849998,80.849998,46087316
2018-07-27,81.099998,84.449997,80.849998,82.000000,82.000000,59634047
2018-07-30,83.250000,86.949997,83.250000,85.900002,85.900002,81035764
2018-07-31,86.000000,87.199997,84.300003,85.099998,85.099998,37202427
2018-08-01,85.099998,88.699997,84.500000,87.400002,87.400002,42891508
2018-08-02,86.099998,86.699997,84.449997,85.150002,85.150002,38618382
2018-08-03,85.699997,89.300003,85.500000,88.150002,88.150002,60845280
2018-08-06,89.500000,90.699997,88.199997,90.050003,90.050003,49669291
2018-08-07,90.250000,91.550003,82.500000,82.849998,82.849998,139034363
2018-08-08,83.449997,83.599998,80.050003,80.449997,80.449997,60658357
2018-08-09,81.699997,83.849998,81.150002,83.400002,83.400002,45391038
2018-08-10,83.949997,84.750000,82.599998,83.250000,83.250000,51034567
2018-08-13,82.500000,82.650002,79.599998,80.400002,80.400002,30972235
2018-08-14,81.000000,81.849998,79.500000,79.900002,79.900002,20667786
2018-08-16,79.150002,82.750000,78.650002,81.550003,81.550003,39893139
2018-08-17,82.500000,83.900002,82.300003,83.449997,83.449997,25610532
2018-08-20,84.000000,84.900002,82.800003,84.199997,84.199997,25753772
2018-08-21,84.250000,84.900002,83.250000,83.650002,83.650002,16719748
2018-08-23,83.699997,85.949997,82.000000,84.500000,84.500000,26998678
2018-08-24,85.199997,87.900002,85.050003,85.800003,85.800003,62911086
2018-08-27,86.500000,87.150002,85.000000,85.250000,85.250000,25336814
2018-08-28,85.500000,85.800003,82.500000,82.900002,82.900002,24887374
2018-08-29,83.400002,84.800003,82.900002,84.150002,84.150002,23031862
2018-08-30,84.099998,85.900002,83.599998,85.099998,85.099998,40695329
2018-08-31,84.500000,88.449997,83.650002,88.150002,88.150002,45793988
2018-09-03,88.300003,89.300003,86.000000,86.349998,86.349998,30610408
2018-09-04,86.400002,86.849998,82.849998,83.150002,83.150002,25579702
2018-09-05,83.199997,83.849998,81.400002,83.099998,83.099998,21704587
2018-09-06,84.000000,84.699997,82.849998,83.250000,83.250000,25079939
2018-09-07,83.349998,84.650002,82.449997,84.400002,84.400002,19594125
2018-09-10,83.750000,85.000000,82.000000,82.699997,82.699997,21243030
2018-09-11,83.800003,84.500000,81.400002,81.699997,81.699997,27909748
2018-09-12,81.800003,82.349998,79.199997,81.150002,81.150002,35789023
2018-09-14,82.699997,83.300003,82.050003,82.800003,82.800003,20505103
2018-09-17,82.400002,84.050003,81.000000,83.000000,83.000000,26030699
2018-09-18,82.199997,82.599998,78.599998,79.300003,79.300003,37211584
